N,K,eta,p,max_qfi,coeffs,combinations
3,2,0.8,1.0,9.125586446874618,"0.581130641762134,4.248922297241255e-06,2.0285057144694046e-05,0.5754520058384355,4.306463026729235e-06,6.734586251389135e-05,2.0327529657525925e-05,2.0293058164075184e-05,2.0770951429672005e-05,0.5754495911968979","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.85,0.0,12.068145988236058,"0.609060566539135,2.3480912085156844e-05,1.9914409717495147e-06,0.5608241313577377,2.3475130457722765e-05,0.0,3.143063152284597e-17,2.0027399971066267e-06,7.650765111545619e-18,0.5608222126144135","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.85,0.1,11.772472359129031,"0.6072132200903957,1.9226022684117695e-05,3.36968975075227e-05,0.5618267541668279,1.918369559503403e-05,3.6591823321385775e-19,1.836770148087174e-18,3.3729071635120065e-05,0.0,0.5618211104038456","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.85,0.2,11.505820948996865,"0.6055036409713821,0.00015135709526669402,0.00017871161631487643,0.5627459277107886,0.00015136815029388772,0.0001649275534112032,2.6198880608108137e-17,0.000178788742731551,1.4117999177093323e-17,0.5627458606302368","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.85,0.3,11.26984542005474,"0.6038442956912884,1.419840337825578e-05,5.494096175533093e-05,0.5636368104245624,1.4231655027789137e-05,0.0,0.0,5.494791587193363e-05,0.0,0.5636361839241253","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.85,0.4,11.06329445300815,"0.6023790436660593,1.7503596482722927e-05,0.00010402627412140955,0.5644204951659535,1.7470580719456335e-05,5.421010862427522e-20,0.0,0.00010400195936556106,0.0,0.5644195412565995","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.85,0.5,10.887333755777284,"0.6010580269849048,3.974278588517177e-18,2.2130018745685024e-05,0.5651263878931372,0.0,0.0,2.5030681255270682e-18,2.2107928241466327e-05,8.000401038827318e-18,0.565120729878777","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.85,0.6,10.741782660969195,"0.5999432062098818,1.4930280714520118e-05,2.9785358674051018e-05,0.5657178848449268,1.4934467318607954e-05,0.0,1.5027598211679354e-17,2.9839666402644774e-05,1.5490699206598859e-19,0.5657132833811989","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.85,0.7,10.627141040523746,"0.5990343003038097,1.608978764304527e-05,4.5281031580422944e-05,0.5662014842577876,1.6077230287540423e-05,3.2526065174565133e-19,0.0,4.530893811027591e-05,4.627474626260481e-19,0.5661926124722917","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.85,0.8,10.54352058774331,"0.5983612802450218,6.683454241649379e-05,8.862409284873189e-05,0.5665485620061416,6.68110705441179e-05,4.336808689942018e-19,2.0329418127443027e-17,8.865799310917911e-05,5.441282464364813e-18,0.5665569051849141","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.85,0.9,10.491504863795717,"0.5979029189474862,0.0001016357738626578,0.00015095474778397452,0.566816129444986,0.00010162927989199576,7.308448546974975e-05,0.0,0.0001509683015502769,0.0,0.5667731633538982","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.85,1.0,10.471437168817323,"0.5976525090427917,6.436303309287547e-05,0.0002115217453375097,0.5669275611871856,6.435243886193273e-05,0.00016193647705112818,0.0,0.0002114553936376619,0.0,0.5669261191355955","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.9,0.0,13.024188106327074,"0.620800215630564,2.3808434864705226e-05,7.711624722089096e-05,0.5543479301791382,2.3835143865149765e-05,0.0,2.0825265075369398e-17,7.713983801037723e-05,0.0,0.5543515251841249","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
